CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
11139,,Moreno,11/5/1949,S,,F,"$30,000.00 ",2,0,Partial College,Clerical,0,2,6155 Wilbur Drive,,1 (11) 500 555-0185,9/14/2013,5-10 Miles,Pacific,72,1,28
11140,,Alvarez,8/11/1982,S,,M,"$30,000.00 ",0,0,Partial High School,Clerical,0,2,8935 Etcheverry Dr.,,763-555-0134,3/19/2013,5-10 Miles,North America,39,1,301
11141,,Ramirez,12/19/1982,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,1101 C Street,,152-555-0162,5/16/2013,0-1 Miles,North America,39,1,314
11142,,Patterson,2/11/1983,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,6255 Macalvey Dr.,,190-555-0184,2/13/2013,0-1 Miles,North America,38,1,51
11143,,Henderson,8/4/1982,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,165 East Lane Road,,149-555-0113,6/15/2013,5-10 Miles,North America,39,1,334
11144,,Hernandez,3/8/1985,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,7607 Pine Hollow Road,,178-555-0196,1/25/2013,0-1 Miles,North America,36,1,607
11145,,Coleman,6/6/1985,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,1961 Oak Grove Road,,857-555-0115,1/25/2013,0-1 Miles,North America,36,1,536
11146,,Goel,2/22/1945,S,,F,"$40,000.00 ",2,0,Bachelors,Management,1,2,3272 Corrie Lane,,1 (11) 500 555-0137,2/5/2013,5-10 Miles,Pacific,76,1,8
11147,,Wu,8/4/1944,M,,M,"$60,000.00 ",2,0,Graduate Degree,Management,1,1,1832 RiverRock Dr,,1 (11) 500 555-0139,5/13/2011,0-1 Miles,Pacific,77,1,40
11148,,Vazquez,2/13/1947,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,1201 Paso Del Rio Way,,1 (11) 500 555-0163,3/7/2013,5-10 Miles,Pacific,74,1,22
11149,,Gill,10/18/1946,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,9120 Pinewood Court,,1 (11) 500 555-0194,6/4/2013,0-1 Miles,Pacific,75,1,25
11150,,Shen,9/12/1946,S,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,4755 Easley Drive,,1 (11) 500 555-0191,3/27/2013,5-10 Miles,Pacific,75,1,39
11151,,Gill,8/25/1947,S,,F,"$60,000.00 ",2,0,Graduate Degree,Management,0,1,805 Rainier Dr.,,1 (11) 500 555-0117,5/15/2011,0-1 Miles,Pacific,74,1,18
11152,,Williams,7/9/1981,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,6827 Seagull Court,,355-555-0153,1/9/2013,5-10 Miles,North America,40,0,633
11153,,James,12/21/1981,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,,847-555-0111,3/29/2013,5-10 Miles,North America,39,1,635
11154,,Walker,2/18/1982,S,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,,918-555-0186,1/10/2013,5-10 Miles,North America,39,0,553
11155,,Robinson,7/25/1981,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,8356 Mori Court,,891-555-0125,1/6/2013,1-2 Miles,North America,40,0,301
11156,,Roberts,8/6/1981,S,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,,158-555-0199,1/8/2013,1-2 Miles,North America,40,1,334
11157,,Long,12/8/1980,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,1832 Preston Ct.,,974-555-0177,7/24/2013,5-10 Miles,North America,41,1,642
11158,,Wright,4/6/1981,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,6771 Bundros Court,,694-555-0176,1/19/2013,5-10 Miles,North America,40,1,361
11159,,Hughes,3/16/1981,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,,319-555-0183,9/8/2013,1-2 Miles,North America,40,1,385
11160,,Tang,7/8/1979,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,Space # 45,947-555-0172,2/21/2013,5-10 Miles,North America,42,1,311
11161,,Wood,10/20/1979,S,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,,184-555-0114,6/1/2013,1-2 Miles,North America,42,1,311
11162,,Cox,9/2/1979,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,,764-555-0116,2/18/2013,5-10 Miles,North America,42,1,331
11163,,Wang,6/18/1980,M,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,8002 Crane Court,,617-555-0150,5/1/2013,5-10 Miles,North America,41,1,372
11164,,Brooks,11/2/1979,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,,502-555-0138,4/27/2013,1-2 Miles,North America,42,1,374
11165,,Alexander,1/15/1979,M,,F,"$60,000.00 ",0,0,Partial College,Skilled Manual,0,1,3376 Bank Way,,354-555-0134,5/25/2013,1-2 Miles,North America,42,1,348
11166,,Martinez,10/22/1977,S,,F,"$70,000.00 ",0,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,,131-555-0194,10/14/2013,0-1 Miles,North America,44,1,631
11167,,Barnes,1/29/1978,S,,F,"$80,000.00 ",0,0,Bachelors,Management,0,1,9183 Via Del Sol,,178-555-0156,1/7/2013,0-1 Miles,North America,43,1,618
11168,,Rodriguez,11/12/1973,S,,M,"$80,000.00 ",0,0,Bachelors,Management,0,1,38 Shangri-la Rd.,,730-555-0128,1/15/2013,0-1 Miles,North America,48,1,348
11169,,Richardson,12/20/1973,M,,M,"$90,000.00 ",4,4,Bachelors,Management,1,1,1841 Blackwood Drive,,178-555-0176,5/26/2013,0-1 Miles,North America,48,1,312
11170,,Howard,8/4/1973,M,,F,"$90,000.00 ",4,4,Bachelors,Management,1,1,6281 Edward Ave,,845-555-0127,8/26/2013,0-1 Miles,North America,48,1,612
11171,,Hill,10/5/1978,S,,M,"$100,000.00 ",1,0,Bachelors,Management,1,2,3731 Chinquapin Ct,,134-555-0196,8/20/2011,1-2 Miles,North America,43,1,385
11172,,Adams,5/20/1973,M,,F,"$100,000.00 ",1,0,Bachelors,Management,1,2,5621 Arcadia Pl.,,403-555-0152,5/3/2013,1-2 Miles,North America,48,1,626
11173,,Thomas,2/28/1973,S,,F,"$110,000.00 ",0,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,,868-555-0188,3/2/2013,0-1 Miles,North America,48,1,552
11174,,Robinson,1/9/1973,M,,M,"$110,000.00 ",0,1,Graduate Degree,Management,1,0,1318 Lasalle Street,,949-555-0138,7/13/2013,2-5 Miles,North America,48,1,338
11175,,Wang,9/1/1968,S,,M,"$70,000.00 ",0,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,,418-555-0127,8/28/2011,5-10 Miles,North America,53,1,300
11176,,Roberts,1/21/1979,M,,M,"$90,000.00 ",4,4,Bachelors,Management,1,1,5753 Megan Dr.,,539-555-0162,2/2/2013,1-2 Miles,North America,42,1,50
11177,,Flores,1/1/1948,M,,M,"$110,000.00 ",2,4,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,,157-555-0182,3/29/2013,5-10 Miles,North America,73,1,359
11178,,Johnson,8/20/1954,M,,M,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,8927 Daylight Place,,117-555-0182,2/21/2013,1-2 Miles,North America,67,1,334
11179,,Rodriguez,12/8/1959,M,,F,"$120,000.00 ",2,4,Graduate Degree,Management,1,3,5556 Riverland Dr.,,135-555-0185,3/12/2013,5-10 Miles,North America,62,1,300
11180,,Anand,7/1/1948,M,,F,"$160,000.00 ",1,3,Bachelors,Management,1,4,3531 Brookview Drive,,702-555-0144,3/17/2013,0-1 Miles,North America,73,1,307
11181,,Martin,2/1/1960,M,,M,"$170,000.00 ",2,3,Graduate Degree,Management,1,2,1085 Greenbelt Way,Unit B-105,735-555-0197,5/7/2013,0-1 Miles,North America,61,1,338
11182,,Torres,2/22/1950,S,,F,"$70,000.00 ",4,0,Bachelors,Management,1,2,6968 Mildred Ln.,,567-555-0176,8/28/2013,10+ Miles,North America,71,1,638
11183,,Lee,1/12/1950,S,,F,"$70,000.00 ",4,0,Bachelors,Management,1,2,7502 Contuti Avenue,,147-555-0199,4/30/2013,10+ Miles,North America,71,1,368
11184,,Hernandez,11/13/1955,S,,F,"$70,000.00 ",4,0,Bachelors,Management,1,2,5872 L St.,,967-555-0188,8/10/2013,10+ Miles,North America,66,1,311
11185,,Henderson,4/7/1950,S,,F,"$70,000.00 ",4,0,Bachelors,Management,1,2,8834 San Jose Ave.,,173-555-0121,2/21/2013,10+ Miles,North America,71,1,53
11186,,Price,11/18/1949,S,,F,"$70,000.00 ",4,0,Bachelors,Management,1,2,4815 Paraiso Ct.,,180-555-0133,10/18/2013,10+ Miles,North America,72,1,352
11187,,Cooper,8/21/1949,M,,F,"$60,000.00 ",4,0,Graduate Degree,Management,1,2,2429 Longview Road,,857-555-0111,4/3/2013,10+ Miles,North America,72,1,612
11188,,Morris,3/6/1950,M,,F,"$60,000.00 ",4,0,Graduate Degree,Management,0,2,6542 Stonewood Drive,,795-555-0117,11/1/2013,1-2 Miles,North America,71,1,361
11189,,Blanco,1/12/1950,S,,M,"$60,000.00 ",4,0,Graduate Degree,Management,1,2,7502 Contuti Avenue,,656-555-0171,8/26/2011,10+ Miles,North America,71,1,609
11190,,Bryant,12/20/1949,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,2,2995 Youngsdale Dr.,,240-555-0142,8/28/2013,10+ Miles,North America,72,1,300
11191,,Perez,6/17/1951,S,,F,"$70,000.00 ",5,0,Bachelors,Management,1,3,1769 Lislin Ct,,123-555-0181,8/11/2011,10+ Miles,North America,70,1,310
11192,,Brown,3/13/1951,M,,M,"$60,000.00 ",4,0,Bachelors,Management,1,2,673 Old Mountain View Dr.,,725-555-0117,6/23/2013,2-5 Miles,North America,70,1,637
11193,,Gray,8/13/1950,M,,M,"$60,000.00 ",4,0,Bachelors,Management,1,2,5941 Gill Dr.,,596-555-0190,2/25/2013,2-5 Miles,North America,71,1,553
11194,,Price,12/8/1950,M,,F,"$60,000.00 ",4,0,Bachelors,Management,1,2,872 Mark Twain Dr,,266-555-0112,3/13/2013,2-5 Miles,North America,71,1,352
11195,,Henderson,8/10/1951,M,,F,"$60,000.00 ",5,0,Bachelors,Management,1,3,8411 Mt. Olivet Place,,560-555-0150,4/14/2013,10+ Miles,North America,70,1,635
11196,,Romero,12/5/1951,M,,M,"$60,000.00 ",5,0,Bachelors,Management,1,3,2499 Greendell Pl,,342-555-0110,3/3/2013,10+ Miles,North America,70,1,536
11197,,Morris,12/16/1951,M,,F,"$70,000.00 ",3,1,Bachelors,Management,0,1,1883 Green View Court,,715-555-0178,5/2/2013,1-2 Miles,North America,70,1,637
11198,,Sanders,5/25/1952,S,,F,"$70,000.00 ",4,1,Bachelors,Management,1,1,5192 Dumbarton Drive,,215-555-0156,2/5/2013,10+ Miles,North America,69,1,368
11199,,Bennett,11/2/1957,M,,F,"$70,000.00 ",4,1,Bachelors,Management,1,1,8948 Chinquapin Court,,413-555-0174,3/18/2013,10+ Miles,North America,64,1,302
11200,,Griffin,5/21/1953,M,,M,"$70,000.00 ",4,1,Bachelors,Management,1,1,7239 Nicholas Drive,,232-555-0160,2/7/2013,1-2 Miles,North America,68,1,69
11201,,Foster,2/14/1953,M,,F,"$70,000.00 ",4,1,Bachelors,Management,1,1,3984 San Francisco,,505-555-0159,7/1/2013,10+ Miles,North America,68,1,369
11202,,Price,8/22/1958,M,,F,"$80,000.00 ",5,0,Bachelors,Management,0,2,2079 Wellington Ct,,552-555-0118,9/15/2013,1-2 Miles,North America,63,1,334
11203,,Diaz,8/18/1959,M,,M,"$40,000.00 ",2,1,High School,Professional,1,2,3682 Diablo View Road,,171-555-0126,2/20/2013,10+ Miles,North America,62,1,60
11204,,Rivera,11/29/1953,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,6965 Appalachian Drive,,743-555-0111,8/9/2013,2-5 Miles,North America,68,1,536
11205,,Fernandez,1/21/1954,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,8330 Glenside Court,,134-555-0119,7/27/2013,10+ Miles,North America,67,1,612
11206,,Flores,3/24/1954,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,1,9410 Ferry St.,,975-555-0163,5/11/2013,10+ Miles,North America,67,1,626
11207,,Cox,1/16/1954,S,,F,"$60,000.00 ",2,1,Partial College,Professional,1,1,2346 Wren Ave,,396-555-0158,1/31/2013,10+ Miles,North America,67,1,635
11208,,Reed,8/3/1953,M,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,1413 Bridgeview St,,156-555-0163,3/4/2013,10+ Miles,North America,68,1,325
11209,,Evans,7/12/1953,M,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,3515 Sutton Circle,,988-555-0151,3/25/2013,10+ Miles,North America,68,1,336
11210,,Wood,12/6/1953,M,,M,"$70,000.00 ",4,1,Partial College,Professional,1,2,1039 Adelaide St.,,229-555-0114,5/6/2013,10+ Miles,North America,68,1,383
11211,,Russell,10/8/1960,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,9256 Village Oaks Dr.,,547-555-0121,2/1/2013,2-5 Miles,North America,61,1,50
11212,,Campbell,5/5/1955,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,3562 East Ave.,# 4,205-555-0169,1/30/2013,2-5 Miles,North America,66,1,53
11213,,Murphy,11/11/1954,S,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,5514 Grant Street,,293-555-0151,3/28/2013,10+ Miles,North America,67,1,614
11214,,Miller,5/7/1955,S,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,2719 Little Dr,,389-555-0115,8/14/2013,10+ Miles,North America,66,1,545
11215,,Perry,6/17/1961,M,,F,"$40,000.00 ",2,1,Partial High School,Skilled Manual,1,2,3114 Arlington Way,,446-555-0134,2/15/2013,10+ Miles,North America,60,1,62
11216,,Torres,11/17/1955,S,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,8328 San Francisco,,939-555-0130,8/15/2011,10+ Miles,North America,66,1,547
11217,,Adams,8/11/1955,S,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,6592 Bent Tree Lane,,300-555-0150,8/10/2011,10+ Miles,North America,66,1,547
11218,,Brown,9/7/1961,S,,F,"$60,000.00 ",2,1,Partial College,Professional,0,2,3964 Stony Hill Circle,,414-555-0147,2/28/2013,2-5 Miles,North America,60,1,642
11219,,Cook,5/31/1956,M,,M,"$60,000.00 ",2,1,High School,Professional,1,2,6871 Bel Air Dr.,,755-555-0111,10/29/2013,10+ Miles,North America,65,1,553
11220,,Huang,2/19/1961,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,1,9142 All Ways Drive,,618-555-0157,3/14/2013,10+ Miles,North America,60,1,310
11221,,Perry,12/8/1955,M,,M,"$70,000.00 ",4,2,Partial College,Professional,1,1,9714 Nicholas Drive,,271-555-0191,4/7/2013,1-2 Miles,North America,66,1,334
11222,,Rivera,2/14/1956,M,,F,"$80,000.00 ",3,1,Bachelors,Management,1,1,4999 Corte Segunda,,488-555-0143,11/1/2013,1-2 Miles,North America,65,1,369
11223,,Patterson,3/15/1957,S,,F,"$70,000.00 ",2,1,High School,Professional,1,2,5045 Vancouver Way,# 133,480-555-0126,1/29/2013,2-5 Miles,North America,64,1,52
11224,,Li,3/5/1957,S,,F,"$70,000.00 ",2,1,High School,Professional,1,2,6404 Del Mar Ave,,197-555-0118,8/7/2011,10+ Miles,North America,64,1,612
11225,,Lee,2/12/1962,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,1,5927 Seaview Avenue,,471-555-0142,6/22/2013,10+ Miles,North America,59,1,635
11226,,Ross,9/23/1962,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,1,5252 Santa Fe,,219-555-0146,2/21/2013,2-5 Miles,North America,59,1,552
11227,,Chavez,8/8/1962,S,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,9022 Estudillo Street,,712-555-0116,8/3/2011,10+ Miles,North America,59,1,310
11228,,Jones,10/16/1956,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,7681 Willow Pass Road,,996-555-0169,10/25/2013,10+ Miles,North America,65,1,316
11229,,Stewart,6/1/1957,S,,M,"$70,000.00 ",4,2,Partial College,Professional,1,1,6898 Shaw Rd.,,812-555-0122,7/27/2013,10+ Miles,North America,64,1,355
11230,,Turner,9/30/1956,M,,F,"$70,000.00 ",4,2,Partial College,Professional,0,2,6345 Ridge Circle,,155-555-0131,7/16/2013,2-5 Miles,North America,65,1,369
11231,,Zhang,11/11/1963,M,,M,"$60,000.00 ",2,1,High School,Professional,1,2,3951 Calle Verde Drive,,710-555-0134,2/10/2013,10+ Miles,North America,58,1,611
11232,,Bryant,3/27/1958,M,,F,"$60,000.00 ",3,1,High School,Professional,0,2,2828 Rogers Ave.,,156-555-0195,9/20/2013,2-5 Miles,North America,63,1,616
11233,,Li,9/6/1963,M,,M,"$70,000.00 ",4,2,Partial College,Professional,1,2,5897 Scottsdale Rd.,,680-555-0147,2/8/2013,10+ Miles,North America,58,1,299
11234,,Griffin,5/19/1958,S,,F,"$70,000.00 ",4,2,Partial College,Professional,1,2,7221 Peachwillow Street,,965-555-0146,2/8/2013,10+ Miles,North America,63,1,337
11235,,Stewart,8/7/1957,M,,M,"$70,000.00 ",4,2,Partial College,Professional,1,2,2585 La Salle Ct.,,540-555-0122,7/4/2013,10+ Miles,North America,64,1,607
11236,,Butler,9/2/1957,S,,M,"$70,000.00 ",5,2,Partial College,Professional,1,2,8811 The Trees Dr.,,980-555-0117,10/3/2013,10+ Miles,North America,64,1,609
11237,,Anand,3/22/1964,S,,M,"$130,000.00 ",2,3,Bachelors,Management,0,4,Welt Platz 6,,1 (11) 500 555-0191,9/5/2011,0-1 Miles,Europe,57,1,161
11238,,Prasad,2/7/1964,S,,F,"$130,000.00 ",2,3,Bachelors,Management,0,4,1119 Elderwood Dr.,#3,1 (11) 500 555-0116,1/6/2011,0-1 Miles,Europe,57,1,232
11239,,Goel,10/2/1969,M,,F,"$130,000.00 ",2,4,Partial College,Professional,0,2,8154 Pheasant Circle,,1 (11) 500 555-0149,1/19/2011,5-10 Miles,Europe,52,1,249
11240,,Hernandez,6/9/1964,M,,F,"$160,000.00 ",2,3,Partial College,Professional,1,4,76 Woodcrest Dr.,,1 (11) 500 555-0119,2/27/2011,5-10 Miles,Europe,57,1,273
11241,,Cai,4/6/1974,S,,F,"$100,000.00 ",2,3,Partial College,Professional,1,4,"102, rue de Berri",,1 (11) 500 555-0125,9/10/2012,5-10 Miles,Europe,47,1,211
11242,,Munoz,5/11/1963,M,,M,"$110,000.00 ",2,4,Partial College,Professional,1,3,Midi-Couleurs,,1 (11) 500 555-0193,9/19/2012,5-10 Miles,Europe,58,1,209
11243,,Alvarez,4/8/1963,M,,F,"$150,000.00 ",2,3,Partial College,Professional,1,3,4086 Emmons Canyon Lane,,1 (11) 500 555-0198,2/21/2011,0-1 Miles,Europe,58,1,237
11244,,Coleman,11/22/1968,S,,F,"$170,000.00 ",2,3,Bachelors,Management,0,3,7140 Camelback Road,,1 (11) 500 555-0115,2/12/2011,0-1 Miles,Europe,53,1,267
11245,,Vazquez,4/26/1962,M,,M,"$120,000.00 ",3,4,High School,Professional,0,4,Roßstr 9928,,1 (11) 500 555-0147,9/26/2011,5-10 Miles,Europe,59,1,132
11246,,Rubio,4/8/1962,M,,F,"$120,000.00 ",3,4,High School,Professional,0,4,Alderstr 7690,,1 (11) 500 555-0178,10/3/2011,5-10 Miles,Europe,59,1,147
11247,,Zhou,12/4/1961,S,,F,"$130,000.00 ",3,4,Partial College,Professional,0,3,6516 Beauer Lane,,1 (11) 500 555-0116,2/18/2011,0-1 Miles,Europe,60,1,242
11248,,Alexander,3/22/1966,M,,M,"$110,000.00 ",3,4,Partial College,Professional,1,4,"88, avenue des Champs-Elysées",,1 (11) 500 555-0124,7/14/2013,10+ Miles,Europe,55,1,223
11249,,Patel,7/9/1966,M,,F,"$130,000.00 ",3,4,Partial College,Professional,1,3,Essener Straße 123,,1 (11) 500 555-0149,10/9/2011,0-1 Miles,Europe,55,1,178
11250,,Liu,3/8/1966,M,,F,"$170,000.00 ",3,4,High School,Professional,1,2,4185 Keywood Ct.,,1 (11) 500 555-0119,3/17/2011,5-10 Miles,Europe,55,1,276
11251,,Long,1/1/1938,S,,M,"$30,000.00 ",4,0,High School,Professional,0,2,9245 Dantley Way,,243-555-0114,10/18/2013,5-10 Miles,North America,83,1,50
11252,,Thompson,12/5/1937,S,,M,"$90,000.00 ",3,0,Graduate Degree,Management,1,1,504 O St.,,377-555-0147,8/14/2011,2-5 Miles,North America,84,1,335
11253,,Hernandez,8/24/1949,M,,M,"$60,000.00 ",2,0,Graduate Degree,Management,1,2,5703 Donald Dr.,,712-555-0130,3/1/2013,1-2 Miles,North America,72,1,69
11254,,Vance,8/31/1938,M,,M,"$70,000.00 ",4,0,Graduate Degree,Management,1,2,9430 Versailles Pl,,494-555-0166,11/23/2013,5-10 Miles,North America,83,1,612
11255,,Lin,10/2/1938,M,,M,"$70,000.00 ",4,0,Graduate Degree,Management,1,2,6083 San Jose,,599-555-0132,2/23/2013,5-10 Miles,North America,83,1,612
11256,,Hernandez,3/20/1939,M,,F,"$70,000.00 ",4,0,Graduate Degree,Management,1,2,7496 Deerfield Dr.,,249-555-0116,4/15/2013,5-10 Miles,North America,82,1,626
11257,,Powell,7/6/1938,S,,F,"$120,000.00 ",1,2,Graduate Degree,Management,1,4,4076 Northwood Dr,,796-555-0111,8/24/2011,2-5 Miles,North America,83,1,345
11258,,Hill,12/26/1938,M,,M,"$120,000.00 ",1,2,Graduate Degree,Management,1,4,2707 Virgil Street,,559-555-0149,5/21/2013,2-5 Miles,North America,82,1,352
11259,,Stewart,9/24/1970,M,,F,"$100,000.00 ",4,1,Partial College,Professional,1,4,3623 Barquentine Court,,230-555-0139,9/4/2011,2-5 Miles,North America,51,1,548
11260,,Kelly,4/8/1976,M,,F,"$110,000.00 ",2,2,Bachelors,Management,1,3,7085 Solano Drive,,507-555-0132,2/5/2013,2-5 Miles,North America,45,1,302
11261,,Collins,10/22/1970,M,,F,"$130,000.00 ",1,2,Graduate Degree,Management,1,1,2868 Central Avenue,,209-555-0173,9/27/2011,0-1 Miles,North America,51,1,359
11262,,Simmons,5/1/1975,M,,F,"$80,000.00 ",4,3,Bachelors,Management,1,0,7959 Mt. Wilson Way,,148-555-0115,2/27/2013,0-1 Miles,North America,46,1,60
11263,,Richardson,3/11/1970,M,,F,"$90,000.00 ",5,5,Partial College,Professional,1,3,3063 Blue Jay Drive,,111-555-0116,8/29/2011,2-5 Miles,North America,51,1,612
11264,,Martin,12/15/1969,S,,M,"$90,000.00 ",5,5,Partial College,Professional,0,3,5137 Pheasant Court,,342-555-0195,1/2/2013,0-1 Miles,North America,52,1,618
11265,,Jones,1/10/1970,M,,F,"$90,000.00 ",5,5,Partial College,Professional,1,3,2253 Firestone Dr.,,941-555-0110,1/3/2013,0-1 Miles,North America,51,1,623
11266,,Howard,11/2/1969,S,,F,"$90,000.00 ",0,0,Partial College,Professional,0,1,7396 Stratton Circle,,162-555-0131,9/10/2011,5-10 Miles,North America,52,1,632
11267,,Diaz,9/29/1975,S,,M,"$120,000.00 ",4,2,Partial College,Professional,1,4,2075 Browse Ct,,613-555-0119,9/17/2011,2-5 Miles,North America,46,1,302
11268,,Carter,10/31/1969,M,,F,"$130,000.00 ",2,2,Graduate Degree,Management,1,2,3050 Monte Cresta Avenue,,103-555-0195,5/29/2013,1-2 Miles,North America,52,1,312
11269,,Foster,10/10/1975,M,,M,"$130,000.00 ",2,2,Graduate Degree,Management,1,2,5376 Sahara Drive,,961-555-0133,8/22/2013,0-1 Miles,North America,46,1,314
11270,,Lee,5/1/1975,M,,M,"$130,000.00 ",2,2,Graduate Degree,Management,1,3,5461 Camino Verde Ct.,,447-555-0174,9/10/2011,0-1 Miles,North America,46,1,334
11271,,Reed,12/3/1969,S,,F,"$150,000.00 ",2,0,Bachelors,Management,0,4,6683 Carrick Ct,,136-555-0114,9/27/2011,1-2 Miles,North America,52,1,360
11272,,Martinez,5/10/1962,S,,F,"$70,000.00 ",4,3,Partial College,Professional,1,0,4357 Tosca Way,,977-555-0117,9/19/2011,5-10 Miles,North America,59,1,300
11273,,Lal,3/31/1962,M,,M,"$90,000.00 ",2,1,Partial College,Professional,1,0,7064 Cypress Ave,,147-555-0121,5/14/2013,10+ Miles,North America,59,1,331
11274,,Foster,10/10/1939,M,,M,"$50,000.00 ",2,0,Graduate Degree,Management,1,2,5617 Landing Dr,,846-555-0126,8/29/2011,5-10 Miles,North America,82,1,609
11275,,Rai,7/18/1939,M,,F,"$80,000.00 ",4,0,Graduate Degree,Management,1,2,1440 Willow Pass Dr.,,780-555-0119,8/30/2011,0-1 Miles,North America,82,1,310
11276,,Chapman,9/15/1974,M,,F,"$80,000.00 ",4,3,Partial College,Professional,1,2,1480 Shoenic,,909-555-0129,1/29/2013,2-5 Miles,North America,47,1,49
11277,,Jackson,12/7/1968,M,,M,"$80,000.00 ",4,3,Partial College,Professional,1,2,3400 Folson Drive,,194-555-0175,2/2/2013,0-1 Miles,North America,53,1,62
11278,,Phillips,2/16/1969,S,,M,"$90,000.00 ",0,0,Partial College,Professional,0,1,8772 Rock Creek Way,,967-555-0176,9/16/2011,10+ Miles,North America,52,1,614
11279,,Cook,9/8/1974,M,,F,"$90,000.00 ",0,0,Partial College,Professional,1,1,9187 Vista Del Sol,,252-555-0177,3/3/2013,10+ Miles,North America,47,1,616
11280,,Collins,2/17/1969,M,,M,"$90,000.00 ",0,0,Partial College,Professional,1,1,5271 Sierra Road,,966-555-0171,7/1/2013,10+ Miles,North America,52,1,626
11281,,Barnes,10/6/1974,S,,F,"$110,000.00 ",4,2,Bachelors,Management,1,4,40 Ellis St.,,807-555-0156,9/13/2011,5-10 Miles,North America,47,1,301
11282,,Thomas,7/16/1967,M,,M,"$90,000.00 ",5,4,Partial College,Professional,1,4,5205 Coralie Drive,,692-555-0172,8/31/2011,1-2 Miles,North America,54,1,612
11283,,Lal,4/24/1968,M,,M,"$110,000.00 ",1,3,Bachelors,Management,1,2,4593 Mendouno Dr.,,638-555-0164,5/29/2013,1-2 Miles,North America,53,1,299
11284,,Serrano,9/24/1967,M,,F,"$110,000.00 ",1,3,Bachelors,Management,1,2,9007 S Royal Links Circle,,777-555-0162,2/6/2013,1-2 Miles,North America,54,1,307
11285,,Anderson,3/15/1973,M,,M,"$120,000.00 ",1,3,Partial College,Professional,0,4,7655 Greer Ave,,940-555-0176,7/27/2013,2-5 Miles,North America,48,1,322
11286,,Griffin,8/31/1967,M,,M,"$170,000.00 ",0,0,Graduate Degree,Management,1,4,4079 Redbird Lane,,410-555-0148,9/21/2011,2-5 Miles,North America,54,1,374
11287,,Garcia,7/16/1966,M,,M,"$70,000.00 ",5,4,Partial College,Professional,0,3,3268 Hazelwood Lane,,282-555-0185,1/29/2013,5-10 Miles,North America,55,1,49
